log_id,user_id,username,email,roles,action,timestamp,ip_address,user_agent,success,session_id,page,metadata,is_anomaly,risk_score
15,35,user35,user35@example.com,user,upload_file,2025-06-03 04:06:00,192.168.7.162,Mozilla/5.0,True,session_35_10,admin_panel,{},0,0
16,17,user17,user17@example.com,user,upload_file,2025-06-03 15:17:00,192.168.30.80,Safari/14.0,False,session_17_1,settings,{},0,25
17,2,user2,user2@example.com,user,upload_file,2025-06-04 04:31:00,192.168.188.147,Safari/14.0,False,session_2_6,admin_panel,{},0,25
18,23,user23,user23@example.com,guest,download_file,2025-06-28 00:29:00,192.168.63.2,Chrome/91.0,False,session_23_2,profile,{},1,50
19,1,user1,user1@example.com,admin,download_file,2025-06-16 10:07:00,192.168.246.163,Edge/18.0,True,session_1_6,dashboard,{},1,50
20,2,user2,user2@example.com,admin,edit_profile,2025-06-29 16:53:00,192.168.7.227,Edge/18.0,False,session_2_6,dashboard,{},1,25
21,40,user40,user40@example.com,guest,change_password,2025-06-08 04:56:00,192.168.62.108,Chrome/91.0,True,session_40_9,dashboard,{},0,0
22,43,user43,user43@example.com,user,login,2025-06-09 23:22:00,192.168.100.44,Edge/18.0,False,session_43_6,admin_panel,{},0,0
23,23,user23,user23@example.com,admin,edit_profile,2025-06-26 05:43:00,192.168.116.75,Safari/14.0,False,session_23_7,settings,{},0,25
24,1,user1,user1@example.com,guest,upload_file,2025-06-13 12:06:00,192.168.58.145,Chrome/91.0,True,session_1_4,profile,{},0,0
25,4,user4,user4@example.com,guest,login,2025-06-12 18:42:00,192.168.133.242,Safari/14.0,False,session_4_10,profile,{},0,25
26,6,user6,user6@example.com,guest,download_file,2025-06-30 10:07:00,192.168.24.125,Chrome/91.0,False,session_6_1,reports,{},0,25
27,29,user29,user29@example.com,guest,download_file,2025-06-15 02:07:00,192.168.101.95,Edge/18.0,False,session_29_7,profile,{},0,0
28,43,user43,user43@example.com,user,edit_profile,2025-06-12 17:24:00,192.168.40.92,Safari/14.0,False,session_43_9,admin_panel,{},0,0
29,35,user35,user35@example.com,admin,delete_user,2025-06-25 11:15:00,192.168.224.212,Chrome/91.0,True,session_35_2,settings,{},0,0
30,33,user33,user33@example.com,admin,delete_user,2025-06-21 21:39:00,192.168.132.121,Safari/14.0,True,session_33_2,admin_panel,{},0,0
31,10,user10,user10@example.com,user,edit_profile,2025-06-28 21:42:00,192.168.232.81,Chrome/91.0,True,session_10_6,admin_panel,{},0,0
32,18,user18,user18@example.com,user,delete_user,2025-06-02 23:45:00,192.168.165.2,Safari/14.0,True,session_18_8,dashboard,{},0,0
33,32,user32,user32@example.com,user,edit_profile,2025-06-18 01:27:00,192.168.138.204,Chrome/91.0,True,session_32_1,admin_panel,{},1,25
34,50,user50,user50@example.com,user,view_page,2025-06-21 08:24:00,192.168.20.41,Chrome/91.0,False,session_50_6,reports,{},0,0
35,7,user7,user7@example.com,guest,login,2025-06-06 19:42:00,192.168.146.245,Chrome/91.0,False,session_7_7,dashboard,{},0,25
36,47,user47,user47@example.com,guest,change_password,2025-06-22 12:34:00,192.168.117.244,Safari/14.0,False,session_47_9,dashboard,{},0,0
37,3,user3,user3@example.com,admin,upload_file,2025-06-07 04:54:00,192.168.193.158,Mozilla/5.0,False,session_3_9,profile,{},0,0
38,45,user45,user45@example.com,user,view_page,2025-06-16 10:37:00,192.168.10.145,Chrome/91.0,False,session_45_7,admin_panel,{},0,0
39,6,user6,user6@example.com,guest,delete_user,2025-06-10 17:48:00,192.168.99.49,Safari/14.0,False,session_6_1,admin_panel,{},1,25
40,35,user35,user35@example.com,guest,login,2025-06-15 13:18:00,192.168.225.162,Chrome/91.0,True,session_35_2,admin_panel,{},0,0
41,46,user46,user46@example.com,admin,view_page,2025-06-14 21:14:00,192.168.69.159,Edge/18.0,False,session_46_7,settings,{},0,25
42,25,user25,user25@example.com,guest,edit_profile,2025-06-25 23:52:00,192.168.174.43,Edge/18.0,True,session_25_1,settings,{},0,0
43,40,user40,user40@example.com,admin,view_page,2025-06-18 23:11:00,192.168.64.0,Mozilla/5.0,False,session_40_1,admin_panel,{},0,25
44,12,user12,user12@example.com,admin,edit_profile,2025-06-06 18:42:00,192.168.242.42,Edge/18.0,True,session_12_5,settings,{},0,0
45,23,user23,user23@example.com,guest,upload_file,2025-06-17 17:36:00,192.168.184.81,Safari/14.0,False,session_23_7,admin_panel,{},0,25
46,29,user29,user29@example.com,admin,download_file,2025-06-07 07:29:00,192.168.29.39,Mozilla/5.0,False,session_29_1,dashboard,{},0,0
47,2,user2,user2@example.com,guest,delete_user,2025-06-29 07:51:00,192.168.229.167,Safari/14.0,False,session_2_10,settings,{},0,50
48,18,user18,user18@example.com,admin,download_file,2025-06-09 01:35:00,192.168.24.144,Safari/14.0,False,session_18_4,dashboard,{},0,0
49,2,user2,user2@example.com,admin,view_page,2025-06-27 00:16:00,192.168.178.12,Edge/18.0,False,session_2_10,admin_panel,{},0,50
50,20,user20,user20@example.com,guest,upload_file,2025-06-22 14:49:00,192.168.196.131,Mozilla/5.0,True,session_20_8,profile,{},0,0
51,32,user32,user32@example.com,admin,upload_file,2025-06-24 19:06:00,192.168.255.227,Safari/14.0,False,session_32_8,reports,{},0,0
52,41,user41,user41@example.com,guest,edit_profile,2025-06-30 19:57:00,192.168.140.129,Mozilla/5.0,True,session_41_4,admin_panel,{},0,0
53,34,user34,user34@example.com,user,edit_profile,2025-06-01 09:20:00,192.168.239.113,Safari/14.0,True,session_34_7,admin_panel,{},0,25
54,42,user42,user42@example.com,guest,change_password,2025-06-15 06:59:00,192.168.189.3,Mozilla/5.0,True,session_42_4,reports,{},1,25
55,43,user43,user43@example.com,guest,change_password,2025-06-15 20:59:00,192.168.154.105,Mozilla/5.0,True,session_43_10,profile,{},0,0
56,26,user26,user26@example.com,guest,upload_file,2025-06-08 17:20:00,192.168.36.235,Chrome/91.0,True,session_26_9,dashboard,{},0,50
57,14,user14,user14@example.com,admin,delete_user,2025-06-12 08:09:00,192.168.246.101,Chrome/91.0,True,session_14_5,settings,{},0,0
58,6,user6,user6@example.com,user,change_password,2025-06-14 01:14:00,192.168.46.88,Safari/14.0,False,session_6_1,dashboard,{},0,25
59,26,user26,user26@example.com,admin,delete_user,2025-06-01 16:53:00,192.168.246.12,Edge/18.0,False,session_26_2,settings,{},0,25
60,36,user36,user36@example.com,user,edit_profile,2025-06-03 04:58:00,192.168.108.97,Chrome/91.0,True,session_36_1,dashboard,{},0,0
61,29,user29,user29@example.com,guest,edit_profile,2025-06-22 23:54:00,192.168.147.193,Chrome/91.0,True,session_29_7,reports,{},0,0
62,42,user42,user42@example.com,user,download_file,2025-06-30 03:51:00,192.168.70.166,Mozilla/5.0,True,session_42_10,settings,{},0,0
63,20,user20,user20@example.com,guest,change_password,2025-06-11 03:42:00,192.168.95.239,Mozilla/5.0,False,session_20_3,admin_panel,{},0,0
64,28,user28,user28@example.com,user,edit_profile,2025-06-20 05:05:00,192.168.184.9,Edge/18.0,False,session_28_10,admin_panel,{},0,0
65,39,user39,user39@example.com,user,download_file,2025-06-15 00:15:00,192.168.154.69,Mozilla/5.0,True,session_39_8,dashboard,{},0,0
66,21,user21,user21@example.com,guest,login,2025-06-02 00:51:00,192.168.158.132,Chrome/91.0,True,session_21_8,profile,{},0,0
67,7,user7,user7@example.com,user,upload_file,2025-06-22 01:20:00,192.168.49.66,Chrome/91.0,True,session_7_6,admin_panel,{},0,0
68,18,user18,user18@example.com,guest,delete_user,2025-06-24 02:01:00,192.168.109.236,Safari/14.0,True,session_18_3,dashboard,{},0,0
69,39,user39,user39@example.com,admin,delete_user,2025-06-26 04:12:00,192.168.214.154,Chrome/91.0,True,session_39_4,settings,{},0,0
70,46,user46,user46@example.com,admin,login,2025-06-13 08:27:00,192.168.23.177,Chrome/91.0,False,session_46_2,profile,{},0,0
71,43,user43,user43@example.com,guest,upload_file,2025-06-17 11:49:00,192.168.190.249,Safari/14.0,False,session_43_2,profile,{},0,0
72,4,user4,user4@example.com,guest,view_page,2025-06-26 20:33:00,192.168.241.201,Edge/18.0,False,session_4_2,settings,{},0,0
73,2,user2,user2@example.com,user,login,2025-06-03 08:34:00,192.168.41.58,Mozilla/5.0,False,session_2_10,profile,{},0,50
74,7,user7,user7@example.com,user,delete_user,2025-06-25 08:00:00,192.168.140.160,Chrome/91.0,False,session_7_1,profile,{},0,0
75,36,user36,user36@example.com,user,upload_file,2025-06-22 13:03:00,192.168.167.92,Mozilla/5.0,True,session_36_4,profile,{},0,0
76,37,user37,user37@example.com,user,edit_profile,2025-06-13 17:27:00,192.168.143.32,Edge/18.0,True,session_37_6,admin_panel,{},0,0
77,49,user49,user49@example.com,user,delete_user,2025-06-20 05:57:00,192.168.244.55,Safari/14.0,False,session_49_10,reports,{},0,0
78,32,user32,user32@example.com,admin,edit_profile,2025-06-14 01:01:00,192.168.26.0,Safari/14.0,False,session_32_3,admin_panel,{},1,50
79,39,user39,user39@example.com,admin,download_file,2025-06-07 21:10:00,192.168.112.24,Mozilla/5.0,True,session_39_3,dashboard,{},0,0
80,2,user2,user2@example.com,guest,edit_profile,2025-06-15 18:52:00,192.168.72.75,Edge/18.0,True,session_2_7,dashboard,{},0,0
81,26,user26,user26@example.com,guest,change_password,2025-06-17 02:16:00,192.168.239.18,Edge/18.0,True,session_26_9,dashboard,{},1,50
82,27,user27,user27@example.com,user,download_file,2025-06-06 00:00:00,192.168.60.124,Chrome/91.0,True,session_27_10,dashboard,{},0,0
83,14,user14,user14@example.com,user,edit_profile,2025-06-30 07:06:00,192.168.66.113,Safari/14.0,False,session_14_2,settings,{},1,25
84,8,user8,user8@example.com,user,change_password,2025-06-04 22:17:00,192.168.136.22,Chrome/91.0,True,session_8_8,admin_panel,{},0,0
85,36,user36,user36@example.com,guest,change_password,2025-06-23 17:58:00,192.168.242.53,Edge/18.0,True,session_36_6,settings,{},1,25
86,28,user28,user28@example.com,user,download_file,2025-06-21 04:06:00,192.168.29.120,Chrome/91.0,True,session_28_2,admin_panel,{},0,25
87,33,user33,user33@example.com,guest,login,2025-06-10 11:43:00,192.168.43.209,Safari/14.0,False,session_33_8,reports,{},1,25
88,24,user24,user24@example.com,user,delete_user,2025-06-26 00:28:00,192.168.214.245,Chrome/91.0,True,session_24_6,profile,{},1,25
89,28,user28,user28@example.com,admin,login,2025-06-15 02:16:00,192.168.193.168,Chrome/91.0,False,session_28_2,dashboard,{},1,25
90,12,user12,user12@example.com,guest,view_page,2025-06-10 17:46:00,192.168.177.51,Chrome/91.0,False,session_12_4,profile,{},0,0
91,25,user25,user25@example.com,user,download_file,2025-06-09 17:42:00,192.168.159.4,Mozilla/5.0,False,session_25_7,profile,{},0,0
92,43,user43,user43@example.com,user,upload_file,2025-06-14 09:25:00,192.168.198.57,Edge/18.0,False,session_43_5,profile,{},0,0
93,39,user39,user39@example.com,admin,change_password,2025-06-24 01:27:00,192.168.35.17,Edge/18.0,False,session_39_7,dashboard,{},0,0
94,25,user25,user25@example.com,admin,view_page,2025-06-01 10:10:00,192.168.100.54,Edge/18.0,False,session_25_1,settings,{},0,0
95,28,user28,user28@example.com,user,delete_user,2025-06-14 23:43:00,192.168.178.38,Edge/18.0,False,session_28_8,admin_panel,{},0,0
96,24,user24,user24@example.com,user,upload_file,2025-06-19 21:15:00,192.168.197.233,Safari/14.0,True,session_24_2,profile,{},0,0
97,19,user19,user19@example.com,admin,delete_user,2025-06-15 19:26:00,192.168.156.225,Chrome/91.0,True,session_19_9,admin_panel,{},0,50
98,11,user11,user11@example.com,admin,login,2025-06-09 07:38:00,192.168.143.205,Mozilla/5.0,False,session_11_3,admin_panel,{},0,0
99,36,user36,user36@example.com,guest,edit_profile,2025-06-06 16:42:00,192.168.214.167,Chrome/91.0,True,session_36_3,settings,{},0,0
100,20,user20,user20@example.com,user,delete_user,2025-06-14 09:34:00,192.168.181.17,Edge/18.0,False,session_20_6,reports,{},0,0
101,43,user43,user43@example.com,guest,download_file,2025-06-28 05:30:00,192.168.215.93,Safari/14.0,False,session_43_2,settings,{},0,0
102,40,user40,user40@example.com,guest,view_page,2025-06-10 15:16:00,192.168.65.166,Edge/18.0,True,session_40_1,profile,{},1,25
103,13,user13,user13@example.com,admin,view_page,2025-06-22 12:59:00,192.168.41.199,Safari/14.0,True,session_13_9,dashboard,{},0,0
104,12,user12,user12@example.com,admin,download_file,2025-06-06 04:57:00,192.168.176.168,Edge/18.0,False,session_12_10,reports,{},0,0
105,4,user4,user4@example.com,guest,delete_user,2025-06-08 10:36:00,192.168.107.127,Mozilla/5.0,False,session_4_4,dashboard,{},0,0
106,48,user48,user48@example.com,user,edit_profile,2025-06-30 21:36:00,192.168.222.202,Edge/18.0,False,session_48_5,dashboard,{},0,0
107,44,user44,user44@example.com,user,download_file,2025-06-05 20:03:00,192.168.173.242,Chrome/91.0,True,session_44_6,profile,{},0,0
108,40,user40,user40@example.com,user,delete_user,2025-06-24 11:50:00,192.168.118.35,Safari/14.0,True,session_40_5,settings,{},0,0
109,19,user19,user19@example.com,admin,delete_user,2025-06-08 14:14:00,192.168.228.157,Edge/18.0,True,session_19_8,reports,{},0,0
110,8,user8,user8@example.com,guest,upload_file,2025-06-11 23:15:00,192.168.163.69,Edge/18.0,True,session_8_8,settings,{},0,0
111,4,user4,user4@example.com,admin,login,2025-06-30 16:47:00,192.168.174.255,Safari/14.0,False,session_4_4,admin_panel,{},0,0
112,23,user23,user23@example.com,guest,view_page,2025-06-30 17:03:00,192.168.80.174,Edge/18.0,False,session_23_7,admin_panel,{},0,25
113,13,user13,user13@example.com,admin,login,2025-06-29 15:05:00,192.168.176.92,Chrome/91.0,False,session_13_4,profile,{},0,0
114,10,user10,user10@example.com,admin,login,2025-06-16 19:47:00,192.168.16.250,Chrome/91.0,False,session_10_7,reports,{},0,0
115,33,user33,user33@example.com,guest,edit_profile,2025-06-30 00:40:00,192.168.254.141,Edge/18.0,True,session_33_4,settings,{},0,0
116,39,user39,user39@example.com,guest,download_file,2025-06-07 01:22:00,192.168.235.78,Edge/18.0,False,session_39_5,admin_panel,{},1,25
117,5,user5,user5@example.com,guest,change_password,2025-06-17 15:40:00,192.168.194.112,Edge/18.0,False,session_5_10,dashboard,{},0,0
118,9,user9,user9@example.com,user,download_file,2025-06-19 21:46:00,192.168.145.246,Safari/14.0,False,session_9_8,dashboard,{},0,0
119,13,user13,user13@example.com,user,change_password,2025-06-16 11:54:00,192.168.22.31,Safari/14.0,True,session_13_10,settings,{},0,0
120,3,user3,user3@example.com,admin,edit_profile,2025-06-23 16:41:00,192.168.206.55,Edge/18.0,True,session_3_4,reports,{},0,50
121,29,user29,user29@example.com,user,upload_file,2025-06-19 20:25:00,192.168.165.216,Chrome/91.0,False,session_29_1,settings,{},0,0
122,26,user26,user26@example.com,user,upload_file,2025-06-11 11:45:00,192.168.9.254,Mozilla/5.0,True,session_26_7,admin_panel,{},0,0
123,38,user38,user38@example.com,guest,view_page,2025-06-13 02:06:00,192.168.249.112,Mozilla/5.0,False,session_38_2,reports,{},0,0
124,48,user48,user48@example.com,admin,download_file,2025-06-03 07:06:00,192.168.84.246,Safari/14.0,False,session_48_1,admin_panel,{},1,25
125,33,user33,user33@example.com,admin,edit_profile,2025-06-19 04:50:00,192.168.33.149,Mozilla/5.0,False,session_33_1,dashboard,{},0,0
126,23,user23,user23@example.com,guest,download_file,2025-06-17 23:17:00,192.168.120.118,Safari/14.0,False,session_23_3,reports,{},0,0
127,33,user33,user33@example.com,user,upload_file,2025-06-23 03:46:00,192.168.23.175,Chrome/91.0,False,session_33_10,reports,{},0,25
128,12,user12,user12@example.com,user,view_page,2025-06-28 22:17:00,192.168.46.150,Safari/14.0,False,session_12_3,reports,{},0,0
129,41,user41,user41@example.com,admin,edit_profile,2025-06-11 17:50:00,192.168.53.64,Mozilla/5.0,True,session_41_3,settings,{},0,0
130,40,user40,user40@example.com,user,login,2025-06-26 09:00:00,192.168.3.55,Chrome/91.0,True,session_40_10,reports,{},0,0
131,3,user3,user3@example.com,guest,delete_user,2025-06-19 09:35:00,192.168.24.24,Safari/14.0,False,session_3_2,profile,{},0,0
132,16,user16,user16@example.com,user,upload_file,2025-06-04 05:35:00,192.168.97.163,Mozilla/5.0,False,session_16_10,admin_panel,{},0,0
133,44,user44,user44@example.com,admin,edit_profile,2025-06-12 01:10:00,192.168.88.179,Safari/14.0,False,session_44_4,reports,{},0,0
134,18,user18,user18@example.com,admin,edit_profile,2025-06-10 05:42:00,192.168.84.164,Mozilla/5.0,True,session_18_1,reports,{},0,0
135,20,user20,user20@example.com,user,download_file,2025-06-20 06:59:00,192.168.248.66,Edge/18.0,True,session_20_4,profile,{},0,0
136,27,user27,user27@example.com,admin,change_password,2025-06-04 20:22:00,192.168.172.66,Mozilla/5.0,False,session_27_2,admin_panel,{},0,0
137,41,user41,user41@example.com,admin,view_page,2025-06-11 04:46:00,192.168.232.251,Mozilla/5.0,True,session_41_7,profile,{},0,0
138,39,user39,user39@example.com,user,change_password,2025-06-03 19:17:00,192.168.114.19,Chrome/91.0,True,session_39_6,reports,{},0,0
139,18,user18,user18@example.com,user,edit_profile,2025-06-10 02:14:00,192.168.96.173,Mozilla/5.0,False,session_18_5,settings,{},0,25
140,13,user13,user13@example.com,user,login,2025-06-19 02:10:00,192.168.25.223,Safari/14.0,True,session_13_4,settings,{},0,0
141,23,user23,user23@example.com,user,login,2025-06-20 01:04:00,192.168.131.126,Chrome/91.0,False,session_23_7,admin_panel,{},0,25
142,33,user33,user33@example.com,guest,upload_file,2025-06-05 06:11:00,192.168.172.23,Safari/14.0,True,session_33_6,settings,{},0,0
143,10,user10,user10@example.com,guest,login,2025-06-16 12:10:00,192.168.91.112,Chrome/91.0,False,session_10_4,profile,{},1,25
144,19,user19,user19@example.com,user,download_file,2025-06-05 00:28:00,192.168.126.37,Edge/18.0,False,session_19_7,profile,{},0,0
145,7,user7,user7@example.com,admin,edit_profile,2025-06-18 19:16:00,192.168.89.150,Chrome/91.0,True,session_7_9,profile,{},0,0
146,27,user27,user27@example.com,user,delete_user,2025-06-16 04:49:00,192.168.10.240,Chrome/91.0,True,session_27_2,reports,{},0,0
147,33,user33,user33@example.com,user,login,2025-06-10 19:54:00,192.168.76.158,Chrome/91.0,True,session_33_7,dashboard,{},0,0
148,38,user38,user38@example.com,admin,edit_profile,2025-06-25 01:45:00,192.168.151.12,Safari/14.0,True,session_38_6,profile,{},0,0
149,10,user10,user10@example.com,user,change_password,2025-06-25 09:28:00,192.168.208.22,Safari/14.0,True,session_10_4,reports,{},0,25
150,43,user43,user43@example.com,admin,edit_profile,2025-06-08 09:37:00,192.168.19.161,Edge/18.0,False,session_43_5,reports,{},0,0
151,19,user19,user19@example.com,admin,download_file,2025-06-29 20:25:00,192.168.190.127,Mozilla/5.0,True,session_19_1,reports,{},0,0
152,2,user2,user2@example.com,guest,upload_file,2025-06-25 15:23:00,192.168.166.185,Safari/14.0,False,session_2_1,settings,{},0,0
153,17,user17,user17@example.com,admin,upload_file,2025-06-21 01:50:00,192.168.231.142,Chrome/91.0,True,session_17_6,dashboard,{},0,0
154,27,user27,user27@example.com,guest,edit_profile,2025-06-27 23:43:00,192.168.66.13,Chrome/91.0,False,session_27_5,reports,{},1,50
155,38,user38,user38@example.com,user,view_page,2025-06-18 16:16:00,192.168.111.8,Mozilla/5.0,False,session_38_4,profile,{},0,0
156,20,user20,user20@example.com,guest,upload_file,2025-06-14 07:43:00,192.168.19.104,Safari/14.0,False,session_20_7,settings,{},0,0
157,41,user41,user41@example.com,user,edit_profile,2025-06-27 06:27:00,192.168.220.162,Edge/18.0,False,session_41_5,dashboard,{},0,0
158,16,user16,user16@example.com,user,login,2025-06-17 10:51:00,192.168.7.206,Edge/18.0,False,session_16_7,profile,{},1,25
159,41,user41,user41@example.com,guest,download_file,2025-06-05 00:52:00,192.168.185.183,Chrome/91.0,False,session_41_2,profile,{},1,25
160,48,user48,user48@example.com,guest,change_password,2025-06-11 02:17:00,192.168.249.137,Chrome/91.0,True,session_48_6,settings,{},0,0
161,33,user33,user33@example.com,admin,download_file,2025-06-05 10:37:00,192.168.123.94,Mozilla/5.0,True,session_33_3,reports,{},1,25
162,12,user12,user12@example.com,admin,delete_user,2025-06-20 11:22:00,192.168.196.86,Safari/14.0,False,session_12_3,reports,{},0,0
163,43,user43,user43@example.com,admin,download_file,2025-06-26 14:17:00,192.168.63.180,Mozilla/5.0,False,session_43_5,reports,{},0,0
164,35,user35,user35@example.com,guest,edit_profile,2025-06-25 07:58:00,192.168.61.107,Edge/18.0,False,session_35_9,settings,{},0,0
165,7,user7,user7@example.com,guest,download_file,2025-06-02 09:57:00,192.168.85.130,Mozilla/5.0,False,session_7_8,profile,{},0,0
166,16,user16,user16@example.com,admin,delete_user,2025-06-05 20:38:00,192.168.158.214,Safari/14.0,True,session_16_9,admin_panel,{},1,75
167,25,user25,user25@example.com,guest,download_file,2025-06-13 19:21:00,192.168.45.118,Chrome/91.0,True,session_25_9,profile,{},0,0
168,49,user49,user49@example.com,admin,view_page,2025-06-15 22:39:00,192.168.34.218,Mozilla/5.0,False,session_49_10,profile,{},0,0
169,7,user7,user7@example.com,guest,edit_profile,2025-06-21 10:35:00,192.168.166.224,Safari/14.0,True,session_7_4,profile,{},0,25
170,18,user18,user18@example.com,guest,login,2025-06-21 04:15:00,192.168.207.72,Chrome/91.0,True,session_18_8,profile,{},0,0
171,9,user9,user9@example.com,user,delete_user,2025-06-24 20:29:00,192.168.92.160,Chrome/91.0,True,session_9_3,admin_panel,{},0,0
172,43,user43,user43@example.com,guest,view_page,2025-06-04 07:58:00,192.168.251.107,Safari/14.0,True,session_43_10,reports,{},0,0
173,34,user34,user34@example.com,admin,edit_profile,2025-06-29 08:35:00,192.168.247.229,Chrome/91.0,False,session_34_8,reports,{},0,0
174,28,user28,user28@example.com,user,change_password,2025-06-12 20:36:00,192.168.148.51,Edge/18.0,True,session_28_6,dashboard,{},0,0
175,43,user43,user43@example.com,admin,download_file,2025-06-30 17:38:00,192.168.51.200,Safari/14.0,False,session_43_6,settings,{},0,0
176,33,user33,user33@example.com,guest,download_file,2025-06-14 00:50:00,192.168.168.152,Chrome/91.0,False,session_33_10,dashboard,{},1,25
177,28,user28,user28@example.com,user,download_file,2025-06-05 21:03:00,192.168.161.178,Chrome/91.0,True,session_28_2,settings,{},0,25
178,3,user3,user3@example.com,user,upload_file,2025-06-27 06:06:00,192.168.174.242,Chrome/91.0,True,session_3_2,reports,{},0,0
179,49,user49,user49@example.com,user,upload_file,2025-06-23 18:37:00,192.168.115.13,Chrome/91.0,False,session_49_10,reports,{},0,0
180,8,user8,user8@example.com,user,download_file,2025-06-01 05:06:00,192.168.25.85,Safari/14.0,True,session_8_7,dashboard,{},1,25
181,1,user1,user1@example.com,admin,download_file,2025-06-17 10:49:00,192.168.30.78,Mozilla/5.0,False,session_1_8,profile,{},0,0
182,15,user15,user15@example.com,guest,delete_user,2025-06-16 17:46:00,192.168.141.42,Mozilla/5.0,False,session_15_8,dashboard,{},0,0
183,21,user21,user21@example.com,guest,login,2025-06-24 22:33:00,192.168.37.102,Edge/18.0,True,session_21_5,settings,{},1,25
184,43,user43,user43@example.com,user,upload_file,2025-06-22 01:23:00,192.168.248.102,Chrome/91.0,True,session_43_5,admin_panel,{},0,0
185,38,user38,user38@example.com,user,change_password,2025-06-11 10:22:00,192.168.30.61,Safari/14.0,False,session_38_9,reports,{},0,25
186,16,user16,user16@example.com,guest,edit_profile,2025-06-26 19:40:00,192.168.157.75,Chrome/91.0,True,session_16_8,dashboard,{},0,0
187,39,user39,user39@example.com,user,view_page,2025-06-10 12:57:00,192.168.188.221,Safari/14.0,False,session_39_1,settings,{},0,0
188,37,user37,user37@example.com,guest,upload_file,2025-06-30 00:20:00,192.168.32.44,Chrome/91.0,True,session_37_6,reports,{},0,0
189,44,user44,user44@example.com,admin,view_page,2025-06-20 19:40:00,192.168.126.242,Safari/14.0,False,session_44_5,profile,{},0,0
190,13,user13,user13@example.com,admin,delete_user,2025-06-19 06:57:00,192.168.195.79,Safari/14.0,False,session_13_7,reports,{},0,25
191,38,user38,user38@example.com,admin,download_file,2025-06-25 11:41:00,192.168.191.239,Edge/18.0,False,session_38_4,profile,{},0,0
192,40,user40,user40@example.com,admin,download_file,2025-06-08 08:23:00,192.168.66.186,Edge/18.0,True,session_40_8,profile,{},0,25
193,42,user42,user42@example.com,guest,change_password,2025-06-15 17:12:00,192.168.108.178,Safari/14.0,False,session_42_7,settings,{},0,25
194,11,user11,user11@example.com,guest,download_file,2025-06-21 20:20:00,192.168.231.246,Safari/14.0,True,session_11_2,admin_panel,{},0,0
195,48,user48,user48@example.com,admin,change_password,2025-06-06 10:42:00,192.168.210.209,Safari/14.0,False,session_48_9,dashboard,{},0,0
196,43,user43,user43@example.com,user,upload_file,2025-06-27 16:14:00,192.168.11.22,Edge/18.0,False,session_43_7,profile,{},0,50
197,11,user11,user11@example.com,guest,edit_profile,2025-06-22 01:19:00,192.168.12.109,Mozilla/5.0,False,session_11_7,settings,{},0,0
198,18,user18,user18@example.com,guest,download_file,2025-06-20 08:32:00,192.168.231.175,Chrome/91.0,False,session_18_1,reports,{},0,0
199,11,user11,user11@example.com,guest,download_file,2025-06-03 22:37:00,192.168.159.235,Chrome/91.0,True,session_11_8,settings,{},0,0
200,48,user48,user48@example.com,user,upload_file,2025-06-12 10:51:00,192.168.194.49,Edge/18.0,False,session_48_1,admin_panel,{},0,25
201,5,user5,user5@example.com,user,view_page,2025-06-22 18:15:00,192.168.245.147,Safari/14.0,True,session_5_9,reports,{},0,0
